#title = mean sea level anomaly global ocean (66S to 66N) (Annual signals retained) 
#institution = NOAA/Laboratory for Satellite Altimetry 
#references = NOAA Sea Level Rise (http://www.star.nesdis.noaa.gov/sod/lsa/SeaLevelRise/) and Radar Altimeter Database System (http://www.deos.tudelft.nl/altim/rads/) 
#comment = Data use policy: In publications, presentations, or on web pages based on LSA data the following acknowledgment should be included: 'Altimetry data are provided by NOAA Laboratory for Satellite Altimetry.' 
#trend = 3.05 mm/year (no glacial isostatic adjustment correction) 
year,TOPEX/Poseidon,Jason-1,Jason-2,Jason-3
1992.9614,-16.01000,,,
1992.9865,-17.71000,,,
1993.0123,-14.61000,,,
1993.0407,-19.61000,,,
1993.0660,-25.01000,,,
1993.0974,-29.11000,,,
1993.1206,-27.41000,,,
1993.1493,-21.61000,,,
1993.1765,-18.71000,,,
1993.2037,-19.21000,,,
1993.2307,-22.71000,,,
1993.2851,-26.01000,,,
1993.3123,-19.81000,,,
1993.3394,-19.61000,,,
1993.3665,-16.91000,,,
1993.3937,-21.81000,,,
1993.4208,-26.51000,,,
1993.4480,-23.51000,,,
1993.4751,-18.71000,,,
1993.5021,-15.41000,,,
1993.5294,-16.01000,,,
1993.5837,-22.81000,,,
1993.6117,-18.61000,,,
1993.6381,-13.21000,,,
1993.6652,-8.11000,,,
1993.6923,-8.81000,,,
1993.7189,-13.91000,,,
1993.7466,-13.31000,,,
1993.7738,-7.81000,,,
1993.8009,-8.11000,,,
1993.8553,-5.21000,,,
1993.8824,-11.81000,,,
1993.9098,-13.41000,,,
1993.9367,-12.21000,,,
1993.9639,-5.91000,,,
1993.9907,-5.31000,,,
1994.0181,-15.21000,,,
1994.0452,-16.21000,,,
1994.0723,-18.61000,,,
1994.0995,-20.91000,,,
1994.1267,-19.81000,,,
1994.1539,-13.81000,,,
1994.1809,-13.31000,,,
1994.2353,-18.41000,,,
1994.2624,-16.21000,,,
1994.2896,-14.11000,,,
1994.3168,-11.61000,,,
1994.3439,-15.41000,,,
1994.3710,-20.31000,,,
1994.3982,-23.41000,,,
1994.4253,-20.51000,,,
1994.4524,-14.11000,,,
1994.5067,-20.21000,,,
1994.5339,-18.51000,,,
1994.5610,-20.51000,,,
1994.5882,-15.61000,,,
1994.6154,-11.71000,,,
1994.6425,-7.31000,,,
1994.6697,-8.51000,,,
1994.6968,-9.51000,,,
1994.7239,-10.91000,,,
1994.7510,-8.71000,,,
1994.7782,-6.31000,,,
1994.8054,0.19000,,,
1994.8325,-1.51000,,,
1994.8868,-10.51000,,,
1994.9140,-11.81000,,,
1994.9412,-3.21000,,,
1994.9684,-3.61000,,,
1994.9955,-8.11000,,,
1995.0226,-12.21000,,,
1995.0497,-15.81000,,,
1995.0769,-8.41000,,,
1995.1040,-9.71000,,,
1995.1312,-11.51000,,,
1995.1583,-12.21000,,,
1995.2127,-11.21000,,,
1995.2398,-16.61000,,,
1995.2669,-11.11000,,,
1995.2941,-9.01000,,,
1995.3212,-13.01000,,,
1995.3755,-17.81000,,,
1995.4028,-14.71000,,,
1995.4298,-9.21000,,,
1995.4569,-12.31000,,,
1995.4841,-17.61000,,,
1995.5384,-20.51000,,,
1995.5655,-15.41000,,,
1995.5927,-11.51000,,,
1995.6199,-7.21000,,,
1995.6470,-10.81000,,,
1995.6740,-10.61000,,,
1995.7013,-6.31000,,,
1995.7285,2.09000,,,
1995.7556,0.09000,,,
1995.7827,-0.91000,,,
1995.8371,-5.21000,,,
1995.8643,-4.91000,,,
1995.8899,-1.51000,,,
1995.9456,-1.21000,,,
1995.9728,-3.21000,,,
1995.9998,-10.11000,,,
1996.0270,-13.11000,,,
1996.0533,-11.61000,,,
1996.0814,-7.31000,,,
1996.1084,-4.11000,,,
1996.1631,-11.21000,,,
1996.1899,-14.41000,,,
1996.2171,-11.11000,,,
1996.2442,-6.81000,,,
1996.2714,-10.01000,,,
1996.2985,-14.51000,,,
1996.3257,-14.81000,,,
1996.3529,-12.41000,,,
1996.3800,-9.81000,,,
1996.4071,-7.81000,,,
1996.4342,-10.61000,,,
1996.4886,-15.81000,,,
1996.5157,-13.11000,,,
1996.5429,-7.71000,,,
1996.5700,-2.61000,,,
1996.5972,-4.81000,,,
1996.6244,-9.81000,,,
1996.6515,-9.81000,,,
1996.6786,-10.01000,,,
1996.7053,-2.61000,,,
1996.7335,4.89000,,,
1996.7600,6.39000,,,
1996.8144,12.99000,,,
1996.8415,12.89000,,,
1996.8687,9.09000,,,
1996.8959,1.89000,,,
1996.9230,-1.71000,,,
1996.9501,-5.81000,,,
1996.9770,-13.11000,,,
1997.0044,-10.31000,,,
1997.0316,-5.41000,,,
1997.0587,-6.61000,,,
1997.0858,-7.91000,,,
1997.1402,-12.61000,,,
1997.1673,-10.61000,,,
1997.1944,-9.01000,,,
1997.2216,-6.91000,,,
1997.2487,-8.71000,,,
1997.2759,-12.81000,,,
1997.3030,-15.51000,,,
1997.3302,-11.51000,,,
1997.3573,-6.21000,,,
1997.3844,-8.61000,,,
1997.4116,-8.51000,,,
1997.4659,-15.21000,,,
1997.4928,-9.71000,,,
1997.5202,-6.11000,,,
1997.5474,0.19000,,,
1997.5745,-4.31000,,,
1997.6288,-4.51000,,,
1997.6560,-0.31000,,,
1997.6830,4.49000,,,
1997.7103,9.09000,,,
1997.7374,6.49000,,,
1997.7917,4.39000,,,
1997.8189,6.69000,,,
1997.8460,10.89000,,,
1997.8731,4.89000,,,
1997.9001,-0.61000,,,
1997.9274,-4.41000,,,
1997.9546,-7.91000,,,
1997.9817,-2.91000,,,
1998.0083,-1.61000,,,
1998.0360,-0.91000,,,
1998.0903,-8.21000,,,
1998.1174,-8.51000,,,
1998.1446,-6.11000,,,
1998.1717,-4.01000,,,
1998.1989,-3.71000,,,
1998.2261,-7.01000,,,
1998.2532,-10.91000,,,
1998.2792,-9.21000,,,
1998.3075,-4.61000,,,
1998.3347,-3.51000,,,
1998.3617,-7.01000,,,
1998.4158,-16.01000,,,
1998.4432,-13.81000,,,
1998.4704,-10.11000,,,
1998.4976,-3.41000,,,
1998.5247,-4.51000,,,
1998.5518,-9.31000,,,
1998.6062,-7.11000,,,
1998.6333,-4.31000,,,
1998.6604,0.09000,,,
1998.6876,0.59000,,,
1998.7147,-4.91000,,,
1998.7419,-4.41000,,,
1998.7689,-2.31000,,,
1998.8234,6.79000,,,
1998.8505,2.79000,,,
1998.8775,-3.81000,,,
1998.9046,-9.91000,,,
1998.9319,-3.71000,,,
1998.9591,-3.01000,,,
1998.9862,0.39000,,,
1999.0133,-3.91000,,,
1999.0405,-6.61000,,,
1999.0948,-10.91000,,,
1999.1256,3.99000,,,
1999.1491,-1.01000,,,
1999.1763,-6.11000,,,
1999.2034,-11.51000,,,
1999.2306,-10.11000,,,
1999.2577,-7.61000,,,
1999.2848,-5.11000,,,
1999.3392,-8.01000,,,
1999.3663,-13.51000,,,
1999.3933,-16.01000,,,
1999.4206,-10.21000,,,
1999.4478,-11.31000,,,
1999.4749,-7.01000,,,
1999.5020,-4.31000,,,
1999.5292,-9.01000,,,
1999.5566,-10.31000,,,
1999.5834,-4.11000,,,
1999.6106,-3.01000,,,
1999.6377,2.09000,,,
1999.6920,-2.71000,,,
1999.7192,1.59000,,,
1999.7462,3.09000,,,
1999.7735,11.59000,,,
1999.8008,10.99000,,,
1999.8278,5.69000,,,
1999.8550,-0.91000,,,
1999.8822,-1.31000,,,
1999.9092,1.69000,,,
1999.9636,7.89000,,,
1999.9907,5.99000,,,
2000.0178,-2.81000,,,
2000.0450,-2.91000,,,
2000.0721,3.69000,,,
2000.0993,0.99000,,,
2000.1264,-1.31000,,,
2000.1536,-4.31000,,,
2000.1807,-9.01000,,,
2000.2078,-9.31000,,,
2000.2350,-0.91000,,,
2000.2894,-2.31000,,,
2000.3165,-8.21000,,,
2000.3436,-12.61000,,,
2000.3707,-12.01000,,,
2000.3978,-8.11000,,,
2000.4250,-3.61000,,,
2000.4522,-4.71000,,,
2000.4794,-7.81000,,,
2000.5065,-9.41000,,,
2000.5337,-5.91000,,,
2000.5879,-1.71000,,,
2000.6149,0.39000,,,
2000.6423,-0.91000,,,
2000.6694,-6.31000,,,
2000.6965,-1.71000,,,
2000.7235,8.09000,,,
2000.7509,13.29000,,,
2000.7780,12.39000,,,
2000.8051,5.09000,,,
2000.8595,4.99000,,,
2000.8860,7.89000,,,
2000.9145,9.59000,,,
2000.9409,6.99000,,,
2000.9681,2.99000,,,
2000.9952,2.69000,,,
2001.0222,2.69000,,,
2001.0766,4.19000,,,
2001.1038,0.69000,,,
2001.1309,-6.21000,,,
2001.1581,-5.31000,,,
2001.1852,0.69000,,,
2001.2124,-0.41000,,,
2001.2395,3.39000,,,
2001.2666,0.69000,,,
2001.2937,-2.61000,,,
2001.3210,-6.71000,,,
2001.3482,-4.91000,,,
2001.3752,0.59000,,,
2001.4024,0.49000,,,
2001.4296,-1.11000,,,
2001.4567,-6.11000,,,
2001.4840,-0.61000,,,
2001.5110,2.29000,,,
2001.5381,7.19000,,,
2001.5653,4.79000,,,
2001.5924,6.79000,,,
2001.6195,0.49000,,,
2001.6468,0.19000,,,
2001.6738,5.69000,,,
2001.7010,15.99000,,,
2001.7283,16.99000,,,
2001.7553,15.19000,,,
2001.7825,7.99000,,,
2001.8096,4.29000,,,
2001.8368,11.89000,,,
2001.8639,16.79000,,,
2001.8918,14.79000,,,
2001.9182,11.19000,,,
2001.9454,4.99000,,,
2001.9725,3.89000,,,
2001.9996,10.59000,,,
2002.0270,7.29000,,,
2002.0537,,0.29000,,
2002.0540,5.29000,,,
2002.0811,3.89000,,,
2002.0819,,5.89000,,
2002.1083,-1.41000,6.49000,,
2002.1352,,6.59000,,
2002.1354,0.09000,,,
2002.1626,4.69000,5.19000,,
2002.1897,5.19000,,,
2002.1898,,-1.01000,,
2002.2168,5.39000,,,
2002.2169,,0.49000,,
2002.2438,,-0.91000,,
2002.2440,-0.31000,,,
2002.2711,-2.31000,,,
2002.2713,,3.79000,,
2002.2983,,-0.61000,,
2002.2988,-6.11000,,,
2002.3254,0.39000,0.09000,,
2002.3525,,-0.31000,,
2002.3527,3.99000,,,
2002.3797,3.69000,1.49000,,
2002.4069,1.39000,0.59000,,
2002.4340,-5.41000,-1.91000,,
2002.4611,-0.91000,1.69000,,
2002.4883,9.09000,4.59000,,
2002.5155,,2.89000,,
2002.5426,6.79000,5.89000,,
2002.5697,4.79000,9.09000,,
2002.5969,4.59000,10.49000,,
2002.6239,8.29000,,,
2002.6240,,12.29000,,
2002.6512,,10.49000,,
2002.6551,13.69000,,,
2002.6783,15.29000,,,
2002.6784,,9.69000,,
2002.7055,,10.89000,,
2002.7064,16.09000,,,
2002.7326,14.39000,,,
2002.7327,,14.59000,,
2002.7598,,13.69000,,
2002.7599,6.99000,,,
2002.7863,15.69000,,,
2002.7869,,17.99000,,
2002.8141,,20.99000,,
2002.8143,23.79000,,,
